Date,Name,Start,End,Duration,Latitude,Longitude,Category,Link
7/1/14,Home,2014-07-01T00:00:00-07:00,2014-07-01T13:51:26-07:00,49886,37.8651493645,-122.282029798,Home,
7/1/14,Siemens Berkeley,2014-07-01T13:58:14-07:00,2014-07-01T15:11:47-07:00,4413,37.8704362297,-122.2662692272,Work,
7/1/14,School of Information,2014-07-01T15:26:57-07:00,2014-07-01T19:21:43-07:00,14086,37.87135752021174,-122.2584125748343,College Technology Building,http://foursquare.com/venue/4f184661e4b0b34551aaa7cb
7/1/14,Home,2014-07-01T19:30:36-07:00,2014-07-02T00:00:00-07:00,16164,37.8651493645,-122.282029798,Home,
7/2/14,Home,2014-07-02T00:00:00-07:00,2014-07-02T15:42:54-07:00,56574,37.8651493645,-122.282029798,Home,
7/2/14,Siemens Berkeley,2014-07-02T15:52:54-07:00,2014-07-02T17:01:27-07:00,4113,37.8704362297,-122.2662692272,Work,
7/2/14,Home,2014-07-02T17:07:02-07:00,2014-07-02T17:32:33-07:00,1531,37.8651493645,-122.282029798,Home,
7/2/14,Place in San Francisco International Airport,2014-07-02T18:44:59-07:00,2014-07-02T18:54:56-07:00,597,37.616721722,-122.3917111991,,
7/2/14,Place in Mountain View,2014-07-02T19:49:11-07:00,2014-07-02T19:53:31-07:00,260,37.3943299456,-122.0760016991,,
7/2/14,Place in Mountain View,2014-07-02T20:03:41-07:00,2014-07-02T20:11:14-07:00,453,37.3945198311,-122.0766327694,,
7/2/14,Saravana Bhavan,2014-07-02T20:20:12-07:00,2014-07-02T21:43:14-07:00,4982,37.350963,-122.050749,Indian Restaurant,http://foursquare.com/venue/458e49d4f964a52011401fe3
7/2/14,Home,2014-07-02T21:54:29-07:00,2014-07-02T23:08:03-07:00,4414,37.403213609,-122.0854344467,Home,
7/2/14,Place in Johnsville Mobile Home Park,2014-07-02T23:29:18-07:00,2014-07-03T00:00:00-07:00,1842,37.4175568399,-121.8990236057,,
7/3/14,Place in Johnsville Mobile Home Park,2014-07-03T00:00:00-07:00,2014-07-03T00:59:19-07:00,3559,37.4175568399,-121.8990236057,,
7/3/14,Home,2014-07-03T01:48:55-07:00,2014-07-03T15:21:19-07:00,48744,37.403213609,-122.0854344467,Home,
7/3/14,Place in Palo Alto,2014-07-03T15:24:47-07:00,2014-07-03T16:14:12-07:00,2965,37.4171356668,-122.1035523003,,
7/3/14,Home,2014-07-03T16:24:15-07:00,2014-07-04T00:00:00-07:00,27345,37.403213609,-122.0854344467,Home,
7/4/14,Home,2014-07-04T00:00:00-07:00,2014-07-04T09:04:14-07:00,32654,37.403213609,-122.0854344467,Home,
7/4/14,Home,2014-07-04T09:15:00-07:00,2014-07-04T10:02:13-07:00,2833,37.403213609,-122.0854344467,Home,
7/4/14,Place in Fresno County,2014-07-04T11:56:48-07:00,2014-07-04T12:07:02-07:00,614,36.6373310316,-120.6265615875,,
7/4/14,Place in Pilot Travel Center #154,2014-07-04T13:21:10-07:00,2014-07-04T13:29:58-07:00,528,35.6158863865,-119.6587823971,,
7/4/14,Place in California,2014-07-04T13:49:27-07:00,2014-07-04T14:33:07-07:00,2620,35.3992292687,-119.3960832407,,
7/4/14,Place in Westwood Village,2014-07-04T16:14:36-07:00,2014-07-04T16:42:03-07:00,1647,34.0534193625,-118.4409008257,,
7/4/14,Place in Westwood Village,2014-07-04T17:02:49-07:00,2014-07-04T17:27:38-07:00,1489,34.0613341729,-118.4444486703,,
7/4/14,Place in Los Angeles County,2014-07-04T18:01:11-07:00,2014-07-04T18:15:11-07:00,840,34.017923976,-118.4934548023,,
7/4/14,Place in Santa Monica Promenade,2014-07-04T18:20:21-07:00,2014-07-04T18:45:04-07:00,1483,34.016351106,-118.4968539827,,
7/4/14,Place in Los Angeles County,2014-07-04T18:58:37-07:00,2014-07-04T19:02:55-07:00,258,34.0161268878,-118.4956437632,,
7/4/14,Place in Los Angeles County,2014-07-04T19:19:56-07:00,2014-07-04T19:31:02-07:00,666,34.0282099799,-118.4803627265,,
7/4/14,Place in Los Angeles County,2014-07-04T19:45:55-07:00,2014-07-04T21:20:21-07:00,5666,34.0398894241,-118.4295888486,,
7/4/14,Place in Los Angeles County,2014-07-04T22:27:19-07:00,2014-07-05T00:00:00-07:00,5561,34.1930824384,-118.571303669,,
7/5/14,Place in Los Angeles County,2014-07-05T00:00:00-07:00,2014-07-05T09:24:11-07:00,33851,34.1930824384,-118.571303669,,
7/5/14,Place in Westwood,2014-07-05T10:29:11-07:00,2014-07-05T10:53:44-07:00,1473,34.052833533,-118.4367557842,,
7/5/14,Place in Los Angeles County,2014-07-05T11:07:59-07:00,2014-07-05T11:21:59-07:00,840,34.0263951245,-118.4879002995,,
7/5/14,Place in Westwood Village,2014-07-05T11:36:12-07:00,2014-07-05T12:18:43-07:00,2551,34.0570655571,-118.444945488,,
7/5/14,Place in Los Angeles County,2014-07-05T12:44:33-07:00,2014-07-05T13:45:50-07:00,3677,34.0433076741,-118.468944525,,
7/5/14,Place in Westwood Village,2014-07-05T13:53:41-07:00,2014-07-05T15:07:40-07:00,4439,34.0552698573,-118.4451775982,,
7/5/14,Place in Westwood Village,2014-07-05T15:12:49-07:00,2014-07-05T15:22:47-07:00,598,34.054413211,-118.4421768964,,
7/5/14,Place in Los Angeles County,2014-07-05T15:51:03-07:00,2014-07-05T16:23:24-07:00,1941,34.2471802354,-118.522739722,,
7/5/14,Place in California,2014-07-05T17:51:02-07:00,2014-07-05T19:09:57-07:00,4735,35.3375409815,-119.0602020422,,
7/5/14,Home,2014-07-05T23:18:31-07:00,2014-07-06T00:00:00-07:00,2489,37.403213609,-122.0854344467,Home,
7/6/14,Home,2014-07-06T00:00:00-07:00,2014-07-06T09:52:08-07:00,35528,37.403213609,-122.0854344467,Home,
7/6/14,Home,2014-07-06T10:28:14-07:00,2014-07-06T12:18:40-07:00,6626,37.403213609,-122.0854344467,Home,
7/6/14,Place in Mountain View,2014-07-06T12:24:10-07:00,2014-07-06T12:35:06-07:00,656,37.3970746702,-122.0614777723,,
